gene_id	synonym
LOC110474169	LOC110474169
LOC110474170	LOC110474170
LOC110474214	LOC110474214
LOC110474553	LOC110474553
LOC110474554	WDR33
LOC110476475	TRFE
LOC110477551	LOC110477551
LOC110478047	LOC110478047
LOC110478652	LOC110478652
LOC110478653	DGKB_1
LOC110479216	LOC110479216
LOC110479219	LOC110479219
LOC110479446	DNAJA4_0
LOC110479448	LOC110479448
LOC110479654	LOC110479654
LOC110479740	CYP1A4
LOC110479741	CYP1A5
LOC110479742	UBL7
LOC110479747	COX5A
LOC110479748	LOC110479748
LOC110479753	ACT5
LOC110479819	LOC110479819
LOC110479822	LOC110479822
LOC110479828	WDR61_0
LOC110482567	CYP11A1
LOC110482658	LOC110482658
LOC110482660	LOC110482660
LOC110482661	ISLR
LOC110482663	ISLR2
LOC110483048	LOC110483048
LOC110483902	SLC28A1
LOC110483903	RPS27L
LOC110483905	LOC110483905
LOC110483906	MCEE_0
LOC110483912	LOC110483912
LOC110483917	MALT1_0
LOC110483918	LOC110483918
LOC110483926	LOC110483926
LOC110483932	LOC110483932
LOC110483937	MPHOSPH10
LOC110483938	MZT2A
LOC110483939	LOC110483939
LOC110483940	LOC110483940
LOC110483942	LOC110483942
LOC110483944	DUOXA1
LOC110483945	DUOXA2
LOC110483946	DUOX2
LOC110483953	LOC110483953
LOC110483955	LOC110483955
LOC110483974	TRPM1
LOC110483979	LOC110483979
LOC110484829	VAMP1
LOC110484836	LOC110484836
LOC110484839	CLDN15
LOC110484846	LOC110484846
LOC110484854	LOC110484854
LOC110484855	HES6
LOC110484857	GPR55
LOC110484858	LOC110484858
LOC110484859	LOC110484859
LOC110484860	GPR35
LOC110484861	OPSP_1
LOC110484864	HES6_0
LOC110484865	LOC110484865
LOC116183962	LOC116183962
LOC116183963	LOC116183963
LOC116183965	LOC116183965
LOC116183966	LOC116183966
LOC116183967	LOC116183967
LOC116183969	LOC116183969
LOC116183970	LOC116183970
LOC116183977	LOC116183977
LOC116183979	LOC116183979
LOC116183980	LOC116183980
LOC116183981	LOC116183981
LOC116183982	LOC116183982
LOC116183996	LOC116183996
LOC116184004	LOC116184004
LOC116184006	LOC116184006
LOC116184007	LOC116184007
LOC116184013	LOC116184013
LOC116184014	LOC116184014
LOC116184016	LOC116184016
LOC116184017	LOC116184017
LOC116184019	LOC116184019
LOC116184020	LOC116184020
LOC116184023	LOC116184023
LOC110468745	CHST5
LOC110468748	LOC110468748
LOC110468751	LOC110468751
LOC110468758	LOC110468758
LOC110468764	CYB5B
LOC110468768	URAH
LOC110468788	LOC110468788
LOC110468793	CDH1_0
LOC110468794	CDH1_1
LOC110468797	VPS9D1
LOC110468806	LOC110468806
LOC110468808	LOC110468808
LOC110468811	LOC110468811
LOC110468826	SULT2B1
LOC110468832	CYBA
LOC110470594	LOC110470594
LOC110470596	LOC110470596
LOC110470598	LOC110470598
LOC110474171	LOC110474171
LOC110474173	LOC110474173
LOC110474174	LOC110474174
LOC110474179	LOC110474179
LOC110474180	LOC110474180
LOC110474184	LOC110474184
LOC110474186	LOC110474186
LOC110474215	LOC110474215
LOC110474225	TMOD3
LOC110474227	TMOD2
LOC110474232	CYP19A1
LOC110474240	LOC110474240
LOC110474250	SPATA5L1
LOC110474254	NMRK2
BLOC1S6	BLOC1S6
LOC110474256	CDC42SE2-C
LOC110474264	LOC110474264
LOC110474267	LOC110474267
LOC110474273	LAML3
LOC110474280	LOC110474280
LOC110474282	LOC110474282
LOC110474289	LOC110474289
LOC110474297	RERGL
LOC110474298	LOC110474298
LOC110474474	LOC110474474
LOC110474476	LOC110474476
LOC110474482	LOC110474482
LOC110474486	DUSP22A
LOC110474494	LOC110474494
LOC110474499	LOC110474499
LOC110474501	COX4I1
LOC110476243	LOC110476243
LOC110476353	LOC110476353
LOC110476354	ARY2
LOC110476355	ARYL
LOC110476358	LOC110476358
LOC110476362	LOC110476362
LOC110476365	LOC110476365
LOC110476369	HNF4B
LOC110476680	LOC110476680
LOC110476685	GNRHR2
LOC110476686	LOC110476686
LOC110476692	LOC110476692
LOC110476693	LOC110476693
LOC110477571	LOC110477571
LOC110477572	LOC110477572
LOC110482960	LOC110482960
LOC110482984	LOC110482984
LOC110482985	LOC110482985
LOC110482990	LOC110482990
LOC110482996	GNRR2
LOC110482997	LOC110482997
LOC110483001	LOC110483001
LOC110483009	LOC110483009
LOC110483015	LOC110483015
LOC116183122	LOC116183122
LOC116183992	LOC116183992
LOC116183993	LOC116183993
LOC116183994	LOC116183994
LOC116183995	LOC116183995
LOC116183997	LOC116183997
LOC116183998	LOC116183998
LOC116183999	LOC116183999
LOC116184000	LOC116184000
LOC116184001	LOC116184001
LOC116184002	LOC116184002
LOC116184003	LOC116184003
LOC116184012	LOC116184012
LOC116184021	LOC116184021
LOC116184022	LOC116184022
LOC116184024	LOC116184024
LOC116184025	LOC116184025
LOC116184026	LOC116184026
LOC116184027	LOC116184027
LOC116184028	LOC116184028
LOC116184029	LOC116184029
LOC116184038	LOC116184038
LOC116184047	LOC116184047
LOC116184052	LOC116184052
LOC116184053	LOC116184053
LOC116184059	LOC116184059
LOC116184071	LOC116184071
LOC110470296	LOC110470296
LOC110472756	LOC110472756
LOC110472757	LOC110472757
LOC110472758	LOC110472758
LOC110472999	LDHD_0
LOC110473024	MT1
LOC110473027	LOC110473027
LOC110473028	LOC110473028
LOC110473029	LOC110473029
LOC110473521	LOC110473521
LOC110473522	LOC110473522
LOC110473527	LOC110473527
LOC110473530	LOC110473530
LOC110473532	LOC110473532
LOC110473813	LOC110473813
LOC110473819	TAF4_1
LOC110475871	CDCA9
LOC110475975	HRH3
LOC110475983	UQCRFS1
LOC110476019	LOC110476019
LOC110476155	LOC110476155
LOC110476211	LOC110476211
LOC110476213	LOC110476213
LOC110476216	LOC110476216
LOC110476217	PNP_0
LOC110476220	LOC110476220
LOC110476222	LOC110476222
LOC110476223	LOC110476223
LOC110476227	LOC110476227
LOC110476233	GP2
LOC110476244	CTRB1
LOC110476250	LOC110476250
LOC110476252	SNRK_1
LOC110476254	LOC110476254
LOC110476256	LOC110476256
LOC110476257	CLEC18A
LOC110476260	LOC110476260
LOC110476295	LOC110476295
LOC110476296	CSGA_1
LOC110476305	LOC110476305
LOC110476308	GPR56
LOC110476330	LOC110476330
LOC110476331	LOC110476331
LOC110476338	LOC110476338
LOC110476339	LOC110476339
LOC110476348	LOC110476348
LOC110479560	LOC110479560
LOC110479561	HYDIN_4
LOC110481663	LRP3_0
LOC110481925	LOC110481925
LOC110481929	LRP3
LOC110482786	LOC110482786
LOC110482787	HYDIN_1
LOC110483528	LOC110483528
LOC110484400	LOC110484400
LOC110484401	LOC110484401
LOC110484406	LOC110484406
LOC110484408	GALR1
LOC110484417	LOC110484417
LOC110484418	LOC110484418
LOC110484419	LOC110484419
LOC110484420	LOC110484420
LOC110484423	LOC110484423
LOC110484426	DPEP2
LOC110484432	LOC110484432
LOC110484498	LOC110484498
LOC110484499	LOC110484499
LOC110484713	LOC110484713
LOC116183124	LOC116183124
LOC116184030	LOC116184030
LOC116184032	LOC116184032
LOC116184034	LOC116184034
LOC116184035	LOC116184035
LOC116184037	LOC116184037
LOC116184039	LOC116184039
LOC116184040	LOC116184040
LOC116184041	LOC116184041
LOC116184042	LOC116184042
LOC116184043	LOC116184043
LOC116184044	LOC116184044
LOC116184045	LOC116184045
LOC116184046	LOC116184046
LOC116184048	LOC116184048
LOC116184049	LOC116184049
LOC116184051	LOC116184051
LOC116184054	LOC116184054
LOC116184055	LOC116184055
LOC116184056	LOC116184056
LOC116184057	LOC116184057
LOC116184058	LOC116184058
LOC116184060	LOC116184060
LOC116184061	LOC116184061
LOC116184062	LOC116184062
LOC116184063	LOC116184063
LOC116184065	LOC116184065
LOC116184066	LOC116184066
LOC116184067	LOC116184067
LOC116184068	LOC116184068
LOC116184069	LOC116184069
LOC116184070	LOC116184070
LOC110469849	LOC110469849
LOC110469851	LOC110469851
LOC110469855	CNTN4
LOC110469856	CNTN6
LOC110469858	LOC110469858
LOC110469859	LOC110469859
LOC110469914	PFKFB4
LOC110469920	CYB561D2
LOC110469922	LOC110469922
LOC110469940	BTG1_0
LOC110469952	SEMA3D_0
LOC110469956	LOC110469956
LOC110469961	LOC110469961
LOC110469968	APEH_1
LOC110470662	LOC110470662
LOC110470663	CECR5_0
LOC110470666	LOC110470666
LOC110470667	GP9
LOC110470668	LOC110470668
LOC110470675	LOC110470675
LOC110470679	LOC110470679
LOC110470690	NTN4
LOC110470786	OASL
LOC110470791	MUSTN1
LOC110470807	LOC110470807
LOC110471023	LOC110471023
LOC110471079	IL17RC
LOC110471088	LOC110471088
LOC110471117	TTLL3_1
LOC110471388	LOC110471388
LOC110471393	LOC110471393
LOC110471397	LOC110471397
LOC110471541	LOC110471541
LOC110471579	LOC110471579
LOC110471590	LOC110471590
LOC110471596	LOC110471596
LOC110471603	UQCRC1
LOC110471692	LOC110471692
LOC110471748	LOC110471748
LOC110471907	LOC110471907
LOC110472081	SEMA3F
LOC110472111	ACY1
LOC110472357	ITIH3
LOC110472510	LOC110472510
LOC110472603	LOC110472603
LOC110475079	CNTN3
LOC110475080	LOC110475080
LOC110475410	CD1D
LOC110475413	CD1A
LOC110475414	LOC110475414
LOC110475425	LOC110475425
LOC110477108	LOC110477108
LOC110477113	CAND1_1
LOC110478256	LOC110478256
LOC110479432	LOC110479432
LOC110479433	LOC110479433
LOC110480414	LOC110480414
LOC110482034	LOC110482034
LOC110482051	SLC16A7_2
LOC110482170	LOC110482170
LOC110482174	FABG
LOC110482179	ACBC
LOC110482200	LOC110482200
LOC110482214	LOC110482214
LOC110482218	LOC110482218
LOC110482222	LOC110482222
LOC110482230	LOC110482230
LOC116184072	LOC116184072
LOC116184073	LOC116184073
LOC116184074	LOC116184074
LOC116184075	LOC116184075
LOC116184077	LOC116184077
LOC116184078	LOC116184078
LOC116184081	LOC116184081
LOC116184083	LOC116184083
LOC116184084	LOC116184084
LOC116184085	LOC116184085
LOC116184087	LOC116184087
LOC116184088	LOC116184088
LOC116184089	LOC116184089
LOC116184090	LOC116184090
LOC116184092	LOC116184092
LOC116184093	LOC116184093
LOC116184095	LOC116184095
LOC116184096	LOC116184096
LOC116184098	LOC116184098
LOC116184099	LOC116184099
LOC116184100	LOC116184100
LOC116184101	LOC116184101
LOC116184102	LOC116184102
LOC116184103	LOC116184103
LOC116184104	LOC116184104
LOC116184106	LOC116184106
LOC116184107	LOC116184107
LOC116184108	LOC116184108
LOC116184109	LOC116184109
LOC116184110	LOC116184110
LOC116184111	LOC116184111
LOC116184112	LOC116184112
LOC116184113	LOC116184113
LOC110469665	DLC1_1
LOC110469671	LOC110469671
LOC110470773	LOC110470773
LOC110470779	LOC110470779
LOC110470798	OIH
LOC110470810	LOC110470810
LOC110470815	LOC110470815
LOC110470816	PDLIM7
LOC110470817	ZFYVE28_0
LOC110470825	ARL3_1
LOC110470833	LOC110470833
LOC110470835	LOC110470835
LOC110470836	LOC110470836
LOC110470837	IOVO
LOC110470839	LOC110470839
LOC110470840	LOC110470840
LOC110470844	LOC110470844
LOC110471323	ANKHD1
LOC110471325	PCDH10_0
LOC110471328	PCDHB16
LOC110471335	LOC110471335
LOC110471336	LOC110471336
LOC110471347	HARS_0
LOC110471348	PCDHA6
LOC110471349	PCDHAC1
LOC110471350	LOC110471350
LOC110471452	LOC110471452
LOC110471466	LOC110471466
LOC110475698	KCNMB1
LOC110475699	KAZALD1
LOC110475701	KCNIP1
LOC110477109	LOC110477109
LOC110477379	LOC110477379
LOC110480252	STARD10
LOC110480253	RELL2_1
LOC110481030	LOC110481030
LOC110481037	SLC22A5
LOC110481053	LOC110481053
LOC110481057	LOC110481057
LOC110481065	LOC110481065
LOC110481067	LOC110481067
LOC110481077	H2AFY
LOC110481082	SHROOM1
LOC110481538	PCDHGC3
LOC110481540	RELL2_0
LOC110482703	A33
LOC110482710	LOC110482710
LOC110482711	LOC110482711
LOC110482715	MED7
LOC110482719	LTC4S
LOC110482722	LTC4S
LOC110482727	LOC110482727
LOC110482729	SLC7A2
LOC110482731	TIMD4
LOC110482732	LOC110482732
LOC110482733	NPY2R_1
LOC110482738	SLC36A1
LOC110482740	LOC110482740
LOC110482747	LONRF1_1
LOC110482748	LOC110482748
LOC110482750	NPY6R
LOC110482762	LOC110482762
LOC110482764	LOC110482764
LOC110482767	LOC110482767
LOC110482771	LOC110482771
LOC110483211	LOC110483211
LOC110483212	PCDHGA7
LOC110483213	PCDHGB1_1
LOC110483667	LOC110483667
LOC110483892	LOC110483892
LOC110483893	LOC110483893
LOC110483894	LOC110483894
LOC110483896	LOC110483896
LOC110483985	LOC110483985
LOC110483986	PCDHGA2
LOC116183118	LOC116183118
LOC116184116	LOC116184116
LOC116184118	LOC116184118
LOC116184119	LOC116184119
LOC116184120	LOC116184120
LOC116184121	LOC116184121
LOC116184123	LOC116184123
LOC116184124	LOC116184124
LOC116184126	LOC116184126
LOC116184127	LOC116184127
LOC116184128	LOC116184128
LOC116184129	LOC116184129
LOC116184131	LOC116184131
LOC116184133	LOC116184133
LOC116184134	LOC116184134
LOC116184135	LOC116184135
LOC116184136	LOC116184136
LOC116184137	LOC116184137
LOC116184138	LOC116184138
LOC116184139	LOC116184139
LOC116184140	LOC116184140
LOC116184141	LOC116184141
LOC116184142	LOC116184142
LOC116184143	LOC116184143
LOC116184144	LOC116184144
LOC110470180	CUNH8orf33
LOC110470226	LOC110470226
LOC110470227	LOC110470227
LOC110470228	LOC110470228
LOC110470230	LOC110470230
LOC110471020	TMEM8A_1
LOC110471024	LOC110471024
LOC110471034	HBAA
LOC110471035	LOC110471035
LOC110471036	HBZ
LOC110474521	LOC110474521
LOC110474523	LOC110474523
LOC110474526	YP015
LOC110475459	BRAT1_0
LOC110475464	GAA
LOC110475466	LOC110475466
LOC110475467	LOC110475467
LOC110475468	FOXL1
LOC110475470	LOC110475470
LOC110475471	LOC110475471
LOC110475472	LOC110475472
LOC110475476	LOC110475476
LOC110475499	LOC110475499
LOC110475502	COX19
LOC110475509	LOC110475509
LOC110475518	RSPH10B2
LOC110475523	LOC110475523
LOC110475525	SMIM10L1
LOC110475535	UQCRC2
LOC110475545	LOC110475545
LOC110475546	LOC110475546
LOC110475547	LOC110475547
LOC110475559	NOMO1
LOC110475560	ABCC6
LOC110475575	HCRTR2
LOC110475577	LOC110475577
LOC110475578	LOC110475578
LOC110475584	LOC110475584
LOC110475585	LOC110475585
LOC110475639	LOC110475639
LOC110475642	LOC110475642
LOC110476390	UQCRQ
LOC110477357	CTBP2
LOC110477366	LOC110477366
LOC110477764	LOC110477764
LOC110477768	LOC110477768
LOC110477769	LOC110477769
LOC110477771	LOC110477771
LOC110478889	LOC110478889
LOC110478890	LOC110478890
LOC110479540	LOC110479540
LOC110479545	LOC110479545
LOC110479546	LOC110479546
LOC110479709	TRIM25_0
LOC110479710	SLC26A2_0
LOC110479712	LOC110479712
LOC110479982	ZNF598_0
LOC110479985	HAGH
LOC110479992	TEX2_0
LOC110480561	CLCN7_0
LOC110480671	RAB26_1
LOC110480976	E4F1_0
LOC110480977	GRID2IP
LOC110480979	LOC110480979
LOC110481203	KCNJ12
LOC110481275	LOC110481275
LOC110481562	LOC110481562
LOC110481570	BRAT1_1
LOC110481576	CYP3A40
LOC110481615	LOC110481615
LOC110481660	IQCE_1
LOC110481678	CYP3A13
LOC110481811	LOC110481811
LOC110482110	HEXDC_0
LOC110482111	RAB26
LOC110482113	E4F1
LOC110483338	LOC110483338
LOC116184115	LOC116184115
LOC116184125	LOC116184125
LOC116184130	LOC116184130
LOC116184145	LOC116184145
LOC116184149	LOC116184149
LOC116184150	LOC116184150
LOC116184151	LOC116184151
LOC116184152	LOC116184152
LOC116184153	LOC116184153
LOC116184154	LOC116184154
LOC116184155	LOC116184155
LOC116184157	LOC116184157
LOC116184160	LOC116184160
LOC116184167	LOC116184167
LOC116184169	LOC116184169
LOC116184170	LOC116184170
LOC116184171	LOC116184171
LOC116184172	LOC116184172
LOC116184174	LOC116184174
LOC116184175	LOC116184175
LOC116184176	LOC116184176
LOC116184177	LOC116184177
LOC116184178	LOC116184178
LOC110470184	ANKFN1_0
LOC110470191	LOC110470191
LOC110470199	NME3
LOC110470215	LOC110470215
LOC110470225	LOC110470225
LOC110470234	LOC110470234
LOC110470237	PITPNC1
LOC110471747	PSMD9_1
LOC110471752	LOC110471752
LOC110471758	LOC110471758
LOC110471763	LOC110471763
LOC110471795	WDR66_0
LOC110471796	LOC110471796
LOC110471802	LOC110471802
LOC110471805	LOC110471805
LOC110473844	PRODH
LOC110473846	DGCR6
LOC110473851	LOC110473851
LOC110473860	LOC110473860
LOC110474137	LOC110474137
LOC110474138	LOC110474138
LOC110474142	UQCR10
LOC110476091	LOC110476091
LOC110476092	GCGR_1
LOC110476094	LOC110476094
LOC110476095	UBALD1_0
LOC110476102	LOC110476102
LOC110478081	LOC110478081
LOC110478085	LOC110478085
LOC110478099	SEPT2
LOC110478103	WDR66
LOC110478122	LOC110478122
LOC110478138	LOC110478138
LOC110478139	SLC6A4_1
LOC110478144	LOC110478144
LOC110478145	LOC110478145
LOC110478146	HIRA_0
LOC110478147	LOC110478147
LOC110478148	PSMD9_0
LOC110478154	LOC110478154
LOC110478191	LOC110478191
LOC110478212	SLC2A11_1
LOC110479734	TMEM132B
LOC110480587	TMEM132C_1
LOC110481244	LOC110481244
LOC110481246	LOC110481246
LOC110481276	LOC110481276
LOC110481287	TBX6L
LOC110481288	GSTT1_1
LOC110481290	GSTT1_0
LOC110481299	LOC110481299
LOC110481302	LOC110481302
LOC110481303	LOC110481303
LOC110481305	LOC110481305
LOC110481308	LOC110481308
LOC110481310	DYNLL1_1
LOC110481313	DYNLL1_0
LOC110481316	HIRA_1
LOC110481323	DDT
LOC110481335	LOC110481335
LOC110481339	CA15
LOC110481351	RTDR1_0
LOC110481370	LV1
LOC110481375	TF2
LOC110481384	LOC110481384
LOC110481385	LOC110481385
LOC110481386	LOC110481386
LOC110481387	LOC110481387
LOC110481399	THADA
LOC110481452	CLCN7_1
LOC110481454	LOC110481454
LOC110481455	LOC110481455
LOC110481457	UBALD1_1
LOC110482333	TMEM132C_0
LOC110482680	NME4
LOC116184164	LOC116184164
LOC116184165	LOC116184165
LOC116184173	LOC116184173
LOC116184179	LOC116184179
LOC116184180	LOC116184180
LOC116184181	LOC116184181
LOC116184182	LOC116184182
LOC116184183	LOC116184183
LOC116184185	LOC116184185
LOC116184186	LOC116184186
LOC116184189	LOC116184189
LOC116184190	LOC116184190
LOC116184191	LOC116184191
LOC116184192	LOC116184192
LOC116184193	LOC116184193
LOC116184194	LOC116184194
LOC116184195	LOC116184195
LOC116184196	LOC116184196
LOC116184200	LOC116184200
LOC116184201	LOC116184201
LOC116184202	LOC116184202
LOC116184203	LOC116184203
LOC116184204	LOC116184204
LOC116184205	LOC116184205
LOC116184206	LOC116184206
LOC110472187	LOC110472187
LOC110472188	LOC110472188
LOC110472208	LOC110472208
LOC110472216	POU5F1.1
LOC110472217	EXFAB
LOC110472218	LCN15
LOC110472222	LOC110472222
LOC110472229	ENTPD8_1
LOC110472231	ENTPD8_0
LOC110472232	ENTPD8_2
LOC110472234	FKBP15
LOC110476953	GLUL
LOC110476954	DDR2_0
LOC110476955	LOC110476955
LOC110476962	CACNA1B
LOC110477616	SURF1
LOC110477637	LOC110477637
LOC110477643	GPSM1
LOC110477649	LOC110477649
LOC110477658	NOS1AP
LOC110477675	LOC110477675
LOC110477687	LOC110477687
LOC110477693	LOC110477693
LOC110477696	LOC110477696
LOC110477708	GPSM1_1
LOC110477709	YI036
LOC110477710	CUTA
LOC110477728	LOC110477728
LOC110477730	LOC110477730
LOC110477732	LOC110477732
LOC110477734	LOC110477734
LOC110477742	LOC110477742
LOC110477840	URB1
LOC110477847	LOC110477847
LOC110478431	LOC110478431
LOC110478432	TMEM132D
LOC110480259	LOC110480259
LOC110480260	LOC110480260
LOC110480261	LOC110480261
LOC110480265	LOC110480265
LOC110480267	LOC110480267
LOC110481932	LOC110481932
LOC110481933	LOC110481933
LOC110481934	LOC110481934
LOC110482241	LOC110482241
LOC110482258	LOC110482258
LOC110482266	TOR1B
LOC110482267	TOR1A
LOC110482290	LOC110482290
LOC110482295	TNFSF8
LOC110482298	LOC110482298
LOC110482403	FKBP15_0
LOC110482406	PNPLA7_0
LOC110482829	DDR2_2
LOC110484057	MCHR1
LOC110484115	LOC110484115
LOC110484162	LOC110484162
LOC110484358	LOC110484358
LOC110484391	LOC110484391
LOC110484446	ANKRD40
LOC110484687	LOC110484687
LOC110484691	TRIM39
LOC110484701	LOC110484701
LOC116183102	LOC116183102
LOC116184184	LOC116184184
LOC116184188	LOC116184188
LOC116184207	LOC116184207
LOC116184208	LOC116184208
LOC116184209	LOC116184209
LOC116184210	LOC116184210
LOC116184212	LOC116184212
LOC116184213	LOC116184213
LOC116184217	LOC116184217
LOC116184218	LOC116184218
LOC116184219	LOC116184219
LOC116184221	LOC116184221
LOC116184222	LOC116184222
LOC116184223	LOC116184223
LOC116184228	LOC116184228
LOC116184229	LOC116184229
LOC116184230	LOC116184230
LOC116184231	LOC116184231
LOC116184232	LOC116184232
LOC116184233	LOC116184233
LOC116184234	LOC116184234
LOC116184235	LOC116184235
LOC116184237	LOC116184237
LOC116184239	LOC116184239
LOC116184240	LOC116184240
LOC116184241	LOC116184241
LOC116184242	LOC116184242
LOC116184243	LOC116184243
LOC116184244	LOC116184244
LOC116184245	LOC116184245
LOC116184246	LOC116184246
LOC116184247	LOC116184247
LOC116184249	LOC116184249
LOC116184250	LOC116184250
LOC116184263	LOC116184263
LOC116184273	LOC116184273
LOC110468596	LOC110468596
LOC110468600	LOC110468600
LOC110472028	LOC110472028
LOC110472029	LOC110472029
LOC110472454	LOC110472454
LOC110472459	LOC110472459
NPLOC4	NPLOC4
LOC110472464	LOC110472464
LOC110472466	LOC110472466
LOC110472478	LOC110472478
LOC110472485	COG1
LOC110472499	LOC110472499
LOC110473336	LOC110473336
LOC110473338	LOC110473338
LOC110473339	LOC110473339
LOC110473340	LOC110473340
LOC110473341	LOC110473341
LOC110473343	UTS2R_0
LOC110473344	UTS2R_1
LOC110473352	CQ062
LOC110473941	LOC110473941
LOC110474197	LOC110474197
LOC110474204	LOC110474204
LOC110474266	SAMD9L
LOC110474452	LOC110474452
LOC110474477	LOC110474477
LOC110474493	LOC110474493
LOC110474513	RNF135
LOC110474897	MYH4
LOC110474898	MYSS_2
LOC110474899	HS3ST3A1_1
LOC110474901	ADPRH
BLOC1S3	BLOC1S3
LOC110474909	LOC110474909
LOC110474910	LOC110474910
LOC110474913	MYH2
LOC110474914	MYH4
LOC110474916	LOC110474916
LOC110474922	MAP2K4_1
LOC110475143	FBXW10
LOC110475147	TBC1D24_0
LOC110475151	TVP23B
LOC110475152	CYP2C16
LOC110475154	COX10
LOC110475155	HS3ST3B1
LOC110475882	TRIM58
LOC110475883	CCL4
LOC110475884	LOC110475884
LOC110475885	CCL5_2
LOC110475889	CLDN3
LOC110475890	LOC110475890
LOC110475891	LOC110475891
LOC110475893	LOC110475893
LOC110475903	LOC110475903
LOC110475905	POM121
LOC110475906	MPO
LOC110475907	AGPAT1
LOC110475908	EPX
LOC110476581	LOC110476581
LOC110476595	CYGB_0
LOC110476628	ANGPTL1
LOC110476630	FGL1_1
LOC110476633	GATSL1
LOC110477020	MAP2K4_0
LOC110479606	LOC110479606
LOC110479616	LOC110479616
LOC110479618	LOC110479618
LOC110480512	COG1
LOC110480514	LOC110480514
LOC110482018	SPNS3
LOC110482089	SPNS2
LOC110484658	LOC110484658
LOC110484693	COX11
LOC116183103	LOC116183103
LOC116184252	LOC116184252
LOC116184255	LOC116184255
LOC116184256	LOC116184256
LOC116184258	LOC116184258
LOC116184260	LOC116184260
LOC116184261	LOC116184261
LOC116184262	LOC116184262
LOC116184266	LOC116184266
LOC116184267	LOC116184267
LOC116184271	LOC116184271
LOC116184272	LOC116184272
LOC116184278	LOC116184278
LOC116184279	LOC116184279
LOC116184280	LOC116184280
LOC116184281	LOC116184281
LOC116184283	LOC116184283
LOC116184284	LOC116184284
LOC116184285	LOC116184285
LOC116184286	LOC116184286
LOC116184287	LOC116184287
LOC116184288	LOC116184288
LOC116184289	LOC116184289
LOC116184301	LOC116184301
LOC116184310	LOC116184310
LOC116184312	LOC116184312
LOC116184324	LOC116184324
LOC110467635	ACAC_2
LOC110467639	MYO19
LOC110467640	LOC110467640
LOC110467651	LOC110467651
LOC110467652	LOC110467652
LOC110467667	LOC110467667
LOC110467673	LOC110467673
LOC110467706	LOC110467706
LOC110467708	OPSP_2
LOC110467720	LOC110467720
LOC110467728	SLC47A2
LOC110467729	SLC47A1
LOC110467730	LOC110467730
LOC110467731	TRPV2
LOC110468966	LOC110468966
LOC110468975	SIRPA_0
LOC110468976	SIRPA_1
LOC110468983	LOC110468983
LOC110468994	IRF4
LOC110469006	LOC110469006
LOC110469014	BPI
LOC110469019	BPIFB4_1
LOC110469021	DEPTOR_1
LOC110469023	SRMS
LOC110469024	PXDN_1
LOC110469025	LOC110469025
LOC110469030	LOC110469030
LOC110469041	LOC110469041
LOC110469043	LOC110469043
LOC110469045	BPIFB4_0
LOC110471938	ACAC_0
LOC110471951	LOC110471951
LOC110471980	LOC110471980
LOC110473786	LOC110473786
LOC110473800	ARHGAP39_0
LOC110473801	LOC110473801
LOC110479789	MMP9
LOC110479792	LOC110479792
LOC110479795	PLTP_0
LOC110479799	LOC110479799
LOC110479806	LOC110479806
LOC110479807	LOC110479807
LOC110479812	LOC110479812
LOC110480276	LOC110480276
LOC110480277	IGSF1
LOC110481950	LOC110481950
LOC110481951	RASA4
LOC110481960	NF2_0
LOC110481964	AIFM3
LOC110481968	KIF12
LOC110481986	LOC110481986
LOC110482003	LOC110482003
LOC110482004	LOC110482004
LOC110482010	LOC110482010
LOC110482040	LOC110482040
LOC110482041	LOC110482041
LOC110482043	LOC110482043
LOC110482052	COL26A1
LOC110482054	APT
LOC110482058	POR
LOC110482066	LOC110482066
LOC110482073	LOC110482073
LOC110482074	LOC110482074
LOC110482079	POLR2J
LOC110483560	LOC110483560
LOC110483569	LOC110483569
LOC110483596	LOC110483596
LOC110483600	LOC110483600
LOC110483603	PPP4R1
LOC116184293	LOC116184293
LOC116184294	LOC116184294
LOC116184299	LOC116184299
LOC116184303	LOC116184303
LOC116184304	LOC116184304
LOC116184305	LOC116184305
LOC116184306	LOC116184306
LOC116184313	LOC116184313
LOC116184315	LOC116184315
LOC116184316	LOC116184316
LOC116184317	LOC116184317
LOC116184319	LOC116184319
LOC116184320	LOC116184320
LOC116184321	LOC116184321
LOC116184322	LOC116184322
LOC116184323	LOC116184323
LOC116184325	LOC116184325
LOC116184326	LOC116184326
LOC116184327	LOC116184327
LOC116184328	LOC116184328
LOC116184343	LOC116184343
LOC116184348	LOC116184348
LOC116184360	LOC116184360
LOC116184363	LOC116184363
LOC116184364	LOC116184364
LOC116184367	LOC116184367
LOC116184371	LOC116184371
LOC116184376	LOC116184376
LOC116184377	LOC116184377
LOC116184378	LOC116184378
LOC116184379	LOC116184379
LOC110469291	LOC110469291
LOC110469292	GDAP1L1
LOC110469293	LOC110469293
LOC110469294	LOC110469294
LOC110469300	P2RY1_0
LOC110469304	LOC110469304
LOC110469308	NRN1
LOC110469310	LOC110469310
LOC110470319	CDK11B
LOC110470320	SLC35E2
LOC110470324	LOC110470324
LOC110470334	KBP
LOC110470339	CSGA_0
LOC110470343	LOC110470343
LOC110470348	UBE4B
LOC110470354	LOC110470354
LOC110470355	LOC110470355
LOC110470848	LOC110470848
LOC110472237	LOC110472237
LOC110472250	DDX19A
LOC110472277	CTRC
LOC110472281	PLA2G2A
LOC110472282	PLA2G5
